text_key,text_type,zh_cn,note
steam_caption_screenshot_04,marketing,二十四节气会改变种植、天气、订单和顾客需求。,Steam截图字幕
steam_caption_screenshot_05,marketing,主线后继续打造生态庭院、远征小队和稀有精怪图鉴。,Steam截图字幕
steam_copy_trailer_01,marketing,展示从手工种田到精怪自动化、从旧铺开门到终章协力的完整成长线。,Steam视频文案
steam_copy_vertical_01,marketing,第一颗被认真照料的萝卜，真的会回应你。,短视频文案
steam_copy_devlog_01,marketing,节气不是背景装饰，而是会改变经营选择的核心系统。,开发日志文案
steam_copy_devlog_02,marketing,通关后还有精怪羁绊、远征、生态庭院、名铺赛季和年轮试炼。,开发日志文案
customer_name_waterway_broker,name,莲泽水航客,顾客名
customer_arch_waterway_broker,name,水航客,顾客类型
customer_flow_hint_waterway_enter,ui_hint,水航客进店后会先确认这家旧铺的水路来头。,顾客流程提示
customer_flow_hint_waterway_check,ui_hint,水航客正在看水鲜、饮品和能带回莲泽的熟路货。,顾客流程提示
customer_flow_hint_waterway_route,ui_hint,水航客会为稳定熟路和可回订口碑接受更高价格。,顾客流程提示
npc_bark_waterway_shop_01,bark,听说旧铺这条水航路已经跑熟了，我来看看有没有能带回莲泽的水鲜。,水航客进店
npc_bark_waterway_shop_02,bark,这批货带着熟路味，回去有人会认这家旧铺的招牌。,水航客购买
